table,column,role,pg_type,n,pct_null,pct_zero,is_constant,min,p1,p50,p99,max,mean,std,n_unique_approx,n_null,pct_negative,p25,p75
His_report,Substation_Level_22kV_Bay431_MEAS_F,frequency,real,107307,0.154,2.81,False,0.0,0.0,50.117,50.287,50.496,48.6944,8.28086,662,165.0,0.0,50.032,50.171
His_report,Substation_Level_22kV_Bay431_MEAS_Q,reactive_power,real,107307,0.154,60.111,False,-9.778,-0.69697,0.0,2.72286,10.596,0.262207,0.736276,593,165.0,9.66,0.0,0.171
His_report,Substation_Level_22kV_Bay431_MEAS_P,active_power,real,107307,0.154,59.411,False,-0.085,0.0,0.0,37.19524,39.49,7.471374,11.546336,3178,165.0,0.015,0.0,12.695
His_report,Substation_Level_110kV_BayT1_T1_MEAS_Tap,tap_changer,real,107307,0.078,0.0,True,9.0,9.0,9.0,9.0,9.0,9.0,0.0,1,84.0,0.0,9.0,9.0
His_report,Substation_Level_110kV_BayT1_T1_MEAS_OilTemp,temperature,real,107307,0.581,0.0,False,22.0,25.0,46.0,59.0,62.0,45.739221,5.967913,41,623.0,0.0,42.0,49.0
His_report,Substation_Level_110kV_BayT1_T1_MEAS_MVTemp,temperature,real,107307,100.0,,True,,,,,,,,0,107307.0,,,
His_report,Substation_Level_110kV_BayT1_T1_MEAS_HVTemp,temperature,real,107307,0.579,0.0,False,20.8,23.9,44.7,60.701,63.2,45.009807,6.59157,343,621.0,0.0,40.8,48.5
His_report,Substation_Level_110kV_Bay131_MEAS_PF,power_factor,real,107307,1.14,55.884,False,-1.0,-0.999992,0.0,0.0,0.330904,-0.434421,0.493217,> 5000,1223.0,43.943,-0.998889,0.0
His_report,Substation_Level_110kV_Bay131_MEAS_Q,reactive_power,real,107307,0.153,0.968,False,-11.072381,-1.316555,0.018002,1.74299,8.585196,0.034101,0.541457,> 5000,164.0,44.512,-0.078553,0.144494
His_report,Substation_Level_110kV_Bay131_MEAS_P,active_power,real,107307,0.153,0.968,False,-0.412118,-0.113213,0.222881,36.980827,39.261433,7.503501,11.441521,> 5000,164.0,17.539,0.037306,12.69743
His_report,Substation_Level_110kV_Bay131_MEAS_F,frequency,real,107307,1.14,0.0,False,49.365406,49.84602,50.117754,50.289142,50.494286,50.101866,0.100751,> 5000,1223.0,0.0,50.037403,50.17269
His_report,Substation_Level_110kV_Bay131_MEAS_Ib,current,real,107307,0.153,0.97,False,0.0,0.135873,1.248411,183.82458,196.47977,37.986683,56.954216,> 5000,164.0,0.0,0.851952,63.728683
His_report,Substation_Level_110kV_Bay131_MEAS_Uab,voltage,real,107307,0.153,0.988,False,0.0,0.0,115.91746,117.744402,119.11407,114.760631,11.499958,> 5000,164.0,0.0,115.262218,116.545838
His_report,Substation_Level_110kV_BayT1_T1_MEAS_LVTemp,temperature,real,107307,0.579,0.0,False,24.7,27.1,47.9,64.9,68.1,48.400694,6.865536,339,621.0,0.0,44.0,51.9
His_report,Data_Available,other,real,107307,0.089,55.054,False,0.0,0.0,0.0,92.182111,99.588776,18.885494,28.39226,> 5000,95.0,0.0,0.0,33.914726
His_report,SOLAR_WSRT1_Rad_1,irradiance,real,107307,29.519,30.325,False,0.0,0.0,134.0,1042.01,1501.0,289.660655,333.825474,1239,31676.0,0.0,0.0,508.5
His_report,SOLAR_WSRT1_Panel_T,temperature,real,107307,29.521,0.0,False,15.0,20.1,29.8,60.1,66.7,34.168437,11.053034,502,31678.0,0.0,24.9,42.7
His_report,ts_utc,time,,107307,,,,,,,,,,,,,,,
His_report,ts_local,time,,107307,,,,,,,,,,,,,,,
Weather,ID,meta,bigint,524088,0.0,0.0,False,0.0,4647.51,295779.0,520085.28,524087.0,262043.5,151291.173939,> 5000,0.0,0.0,146622.5,412305.25
Weather,UTCTimestamp_Ticks,time,bigint,524088,,,,,,,,,,,,,,,
Weather,LogType,meta,smallint,524088,0.0,0.009,False,0.0,1.0,1.0,1.0,2.0,0.999996,0.013104,3,0.0,0.0,1.0,1.0
Weather,NotSync,meta,smallint,524088,0.0,100.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
Weather,SOLAR_WS_Wind_Speed,wind,real,524088,3.999,5.533,False,0.0,0.0,1.9,6.9,13.5,2.132442,1.540268,122,20959.0,0.0,0.9,2.9
Weather,SOLAR_WS_Wind_direction,wind,real,524088,3.997,5.61,False,0.0,0.0,230.0,345.0,359.0,206.65981,94.244736,360,20949.0,0.0,130.0,277.0
Weather,SOLAR_WS_Rad_2,irradiance,real,524088,0.026,47.033,False,0.0,0.0,12.934999,1027.660911,1453.469,237.801854,339.158533,> 5000,138.0,0.0,0.0,419.5671
Weather,SOLAR_WS_Rad_1,irradiance,real,524088,3.995,48.842,False,0.0,0.0,4.0,984.0,1401.0,209.140079,311.907834,1233,20935.0,0.0,0.0,352.0
Weather,SOLAR_WS_Panel_T,temperature,real,524088,3.993,2.256,False,0.0,0.0,26.6,52.201,6553.5,29.118333,20.768543,486,20929.0,0.0,23.7,34.1
Weather,SOLAR_WS_Humidity,humidity,real,524088,3.994,26.31,False,0.0,0.0,77.9,95.0,96.3,59.74542,36.61031,497,20930.0,0.0,0.0,84.8
Weather,SOLAR_WS_Air_T,temperature,real,524088,3.993,26.31,False,0.0,0.0,24.7,35.2,40.3,19.432412,11.967821,224,20926.0,0.0,0.0,26.5
Weather,SOLAR_WS_Air_Pressure,pressure,real,524088,3.994,58.832,False,0.0,0.0,0.0,1244.7,1244.7,441.643357,532.294243,5,20934.0,0.0,0.0,1007.0
Weather,Data_WS2_Wind_Speed,wind,real,524088,100.0,,True,,,,,,,,0,524088.0,,,
Weather,Data_WS2_Wind_direction,wind,real,524088,100.0,,True,,,,,,,,0,524088.0,,,
Weather,Data_WS2_Rad_2,irradiance,real,524088,100.0,,True,,,,,,,,0,524088.0,,,
Weather,Data_WS2_Panel_T,temperature,real,524088,100.0,,True,,,,,,,,0,524088.0,,,
Weather,Data_WS2_Humidity,humidity,real,524088,100.0,,True,,,,,,,,0,524088.0,,,
Weather,Data_WS2_Air_T,temperature,real,524088,100.0,,True,,,,,,,,0,524088.0,,,
Weather,Data_WS2_Air_Pressure,pressure,real,524088,100.0,,True,,,,,,,,0,524088.0,,,
Weather,Data_WS1_Wind_Speed,wind,real,524088,93.17,0.0,True,3.2,3.2,3.2,3.2,3.2,3.2,0.0,1,488294.0,0.0,3.2,3.2
Weather,Data_WS1_Wind_direction,wind,real,524088,93.17,0.0,True,260.0,260.0,260.0,260.0,260.0,260.0,0.0,1,488294.0,0.0,260.0,260.0
Weather,Data_WS1_Rad_2,irradiance,real,524088,93.17,0.0,True,600.0,600.0,600.0,600.0,600.0,600.0,0.0,1,488293.0,0.0,600.0,600.0
Weather,Data_WS1_Rad_1,irradiance,real,524088,93.17,0.0,True,632.0,632.0,632.0,632.0,632.0,632.0,0.0,1,488293.0,0.0,632.0,632.0
Weather,Data_WS1_Panel_T,temperature,real,524088,93.17,0.0,True,33.7,33.7,33.7,33.7,33.7,33.7,0.0,1,488293.0,0.0,33.7,33.7
Weather,Data_WS1_Humidity,humidity,real,524088,93.17,0.0,True,89.0,89.0,89.0,89.0,89.0,89.0,0.0,1,488293.0,0.0,89.0,89.0
Weather,Data_WS1_Air_T,temperature,real,524088,93.17,0.0,True,32.6,32.6,32.6,32.6,32.6,32.6,0.0,1,488293.0,0.0,32.6,32.6
Weather,Data_WS1_Air_Pressure,pressure,real,524088,100.0,0.0,True,901.0,901.0,901.0,901.0,901.0,901.0,0.0,1,524087.0,0.0,901.0,901.0
Weather,IEC104S_IEC104S_AO_A0_P_SETPOINT,active_power,real,524088,0.0,6.5,False,0.0,0.0,0.09434,37.305555,40.0,7.733543,11.355994,> 5000,0.0,0.0,0.04274,14.015399
Weather,IEC104S_IEC104S_AI_P_HIGH,active_power,real,524088,0.026,43.533,False,0.0,0.0,0.238,36.775659,46.444,8.308122,11.752571,> 5000,137.0,0.0,0.0,15.901423
Weather,IEC104S_IEC104S_AI_P_LOW,active_power,real,524088,0.026,0.0,True,0.3,0.3,0.3,0.3,0.3,0.3,0.0,1,137.0,0.0,0.3,0.3
Weather,IEC104S_IEC104S_SI_A0_MW_CONTROL,other,real,524088,0.0,90.201,False,0.0,0.0,0.0,1.0,1.0,0.097993,0.297305,2,0.0,0.0,0.0,0.0
Weather,IEC104S_IEC104S_SI_P_P_MW_MODE,active_power,real,524088,0.0,0.01,False,0.0,1.0,1.0,1.0,1.0,0.999905,0.009767,2,0.0,0.0,1.0,1.0
Weather,ts_utc,time,,524088,,,,,,,,,,,,,,,
Weather,ts_local,time,,524088,,,,,,,,,,,,,,,
